45,Busch,7.99,6,01818828
12,Monster Energy Orange,2.49,1,070847020905
34,pepsi 12oz can,.99,1,01201303
23,BIG Cheez IT,6.99,1,024100594412
3,Vicks DayQuil 12oz,15.99,1,323900038134
10,Easy Cheese Cheddar,3.99,1,044000045517
12,Evan Williams 1.0L,18.99,1,096749021246
50,Davids Sunflower Seeds,2.50,1,02620046172
